player_name,age,position,matches_played,minutes_played,league,team_rank,contract_years_left,goals,assists,saves,clean_sheets,tackles,interceptions,market_value_million_eur
Player_1438,31,DEF,21,3075,La Liga,18,3,4,4,0,11,56,86,16.9
Player_1439,31,MID,15,2012,Bundesliga,8,2,0,4,0,0,11,,13.2
Player_1440,29,FWD,30,2648,Serie A,4,3,22,4,0,0,9,13,27.2
Player_1441,18,GK,30,2061,Ligue 1,11,4,0,0,60,24,0,0,21.2
Player_1442,18,MID,8,2194,Ligue 1,5,2,8,4,0,0,56,46,18.6
Player_1443,29,DEF,24,131,Bundesliga,10,0,4,1,0,8,55,12,16.4
Player_1444,32,FWD,19,2958,Ligue 1,6,1,21,3,0,0,6,8,25.8
Player_1445,21,DEF,3,3282,Premier League,4,5,4,0,0,2,116,68,15.4
Player_1446,24,MID,15,1937,Ligue 1,18,,8,3,0,0,32,34,15.6
Player_1447,33,FWD,36,432,Premier League,17,2,23,8,0,0,6,3,26.8
Player_1448,20,FWD,6,421,Bundesliga,7,5,19,5,0,0,16,8,25.2
Player_1449,24,MID,18,1550,Bundesliga,9,0,8,14,0,0,15,60,21.8
Player_1450,23,MID,19,430,Premier League,3,0,7,12,0,0,50,46,21.6
Player_1451,33,MID,30,2478,Ligue 1,9,2,3,,0,0,51,34,17.6
Player_1452,25,FWD,13,2986,Bundesliga,4,0,,12,0,0,4,7,25.6
Player_1453,23,MID,12,2319,Bundesliga,19,0,13,9,0,0,62,31,20.8
Player_1454,27,GK,,1790,Premier League,9,,0,0,136,6,0,0,20
Player_1455,33,FWD,12,3121,Bundesliga,20,4,16,9,0,0,9,13,22.4
Player_1456,28,MID,24,1377,Ligue 1,6,3,8,12,0,0,48,,21.6
Player_1457,30,MID,4,1323,Bundesliga,11,5,1,8,0,0,19,14,14.8
Player_1458,23,DEF,36,2660,Premier League,15,,3,1,0,2,29,72,13
Player_1459,18,MID,14,2319,Ligue 1,6,4,0,4,0,0,59,17,13.6
Player_1460,29,DEF,17,1557,Serie A,20,3,4,1,0,10,53,14,15
Player_1461,23,MID,3,2388,Premier League,10,0,11,5,0,0,17,62,19.8
Player_1462,35,GK,23,227,Serie A,18,3,0,0,69,4,0,0,14.25
Player_1463,30,MID,13,3379,Bundesliga,16,,9,13,0,0,10,50,20.6
Player_1464,24,FWD,9,2888,Ligue 1,4,1,20,1,0,0,20,4,24.8
Player_1465,30,GK,21,2591,Bundesliga,20,1,0,0,42,5,0,0,12.8
Player_1466,25,FWD,8,3020,Ligue 1,13,3,16,2,0,0,19,15,21
Player_1467,34,DEF,17,176,La Liga,5,1,3,4,0,4,64,,16.8
Player_1468,26,FWD,16,1923,Bundesliga,20,2,5,6,0,0,14,9,14.6
Player_1469,30,FWD,16,2430,Bundesliga,19,1,17,14,0,0,12,2,25.2
Player_1470,19,MID,28,2229,Bundesliga,18,3,6,0,0,0,78,56,13.2
Player_1471,21,MID,16,297,Premier League,20,,5,,0,0,10,36,16.6
Player_1472,19,FWD,14,3365,Ligue 1,17,4,8,3,0,0,13,8,15.8
Player_1473,21,DEF,20,2323,Ligue 1,16,1,5,4,0,2,82,27,15.2
Player_1474,35,DEF,34,3246,Ligue 1,1,3,4,0,0,23,32,18,22.3
Player_1475,22,MID,,1940,Premier League,1,4,2,4,0,0,76,44,15.8
Player_1476,27,FWD,3,1777,Ligue 1,20,2,24,6,0,0,16,2,26
Player_1477,35,MID,10,2293,Bundesliga,14,0,,11,0,0,36,10,15.4
Player_1478,27,FWD,20,2430,Serie A,2,,26,,0,0,6,18,33.2
Player_1479,22,DEF,2,2670,La Liga,15,4,3,0,0,0,44,31,12
Player_1480,34,FWD,27,2298,Ligue 1,3,5,16,,0,0,23,18,26.6
Player_1481,30,DEF,32,1598,Premier League,13,4,4,5,0,5,63,37,16.5
Player_1482,34,MID,10,1616,Premier League,19,3,7,8,0,0,70,29,16.8
Player_1483,26,GK,17,940,Ligue 1,1,2,0,0,85,16,,0,22.05
Player_1484,29,DEF,33,2293,Serie A,13,1,0,0,0,17,116,69,15.7
Player_1485,31,DEF,6,2280,Ligue 1,15,2,2,3,0,4,,21,13.8
Player_1486,31,DEF,18,2699,Premier League,16,0,5,3,0,5,,46,15.7
Player_1487,25,MID,9,2172,La Liga,11,5,,11,0,0,57,16,23.8
Player_1488,22,DEF,8,313,Serie A,3,1,4,0,0,5,88,51,16.5
Player_1489,31,DEF,25,2805,Ligue 1,8,5,0,4,0,21,93,63,19.5
Player_1490,26,DEF,31,2530,La Liga,6,2,,1,0,9,66,51,16.3
Player_1491,24,DEF,4,2545,Ligue 1,5,0,1,0,0,2,,76,13.4
Player_1492,25,DEF,20,1501,Serie A,15,4,5,5,0,13,69,65,19.1
Player_1493,31,GK,28,1809,Premier League,9,4,0,0,56,13,0,0,18.1
Player_1494,31,MID,1,386,Serie A,5,5,3,10,0,0,32,54,18
Player_1495,28,MID,23,412,Bundesliga,10,5,5,5,0,0,53,12,16.2
Player_1496,31,MID,13,1967,Ligue 1,6,4,3,8,0,0,49,51,17
Player_1497,25,MID,16,1601,La Liga,11,5,12,11,0,0,20,65,22.6
Player_1498,20,DEF,26,2176,La Liga,4,4,5,0,0,11,55,55,18.7
Player_1499,35,FWD,31,594,Serie A,20,5,23,,0,0,20,0,27.4
Player_1500,20,MID,1,2890,Serie A,12,1,10,12,0,0,20,59,21.6
Player_1501,30,MID,17,1650,Serie A,20,5,8,3,0,0,40,57,15.2
Player_1502,29,GK,16,3278,La Liga,6,4,0,0,32,10,0,0,16.6
Player_1503,32,DEF,37,1455,Premier League,1,1,4,1,0,24,52,14,23
Player_1504,35,DEF,10,2377,La Liga,18,1,1,2,0,3,111,65,11.9
Player_1505,22,DEF,31,776,Premier League,2,2,2,0,0,17,22,32,19.1
Player_1506,24,MID,10,2107,Serie A,5,4,14,1,0,0,69,18,21
Player_1507,28,MID,34,1558,Bundesliga,16,3,11,14,0,0,64,56,22.2
Player_1508,28,MID,6,829,La Liga,12,5,12,,0,0,33,23,21.2
Player_1509,32,MID,28,1086,Serie A,12,4,4,3,0,0,71,,14.4
Player_1510,27,FWD,28,2624,La Liga,11,3,33,4,0,0,3,21,32.4
Player_1511,32,MID,13,2902,Serie A,20,4,5,13,0,0,28,36,17.4
Player_1512,30,FWD,12,1524,La Liga,19,1,19,0,0,0,27,18,20.8
Player_1513,31,GK,2,2005,Ligue 1,7,4,0,0,6,0,0,0,12.1
Player_1514,34,DEF,,712,La Liga,2,4,2,0,0,7,50,71,16.1
Player_1515,30,GK,9,2873,Ligue 1,6,4,0,0,27,1,0,0,13.65
Player_1516,27,MID,8,387,Premier League,4,4,,10,0,0,49,15,21.2
Player_1517,18,FWD,3,1165,La Liga,2,2,13,9,0,0,8,14,24.2
Player_1518,18,DEF,9,2870,Premier League,17,5,4,3,0,5,79,22,14.9
Player_1519,32,FWD,13,3138,Bundesliga,8,2,26,2,0,0,18,18,28
Player_1520,33,GK,9,393,Ligue 1,5,1,0,0,18,1,0,0,13.4
Player_1521,29,FWD,31,1401,La Liga,10,1,34,8,0,0,13,24,34.8
Player_1522,23,DEF,25,753,Premier League,16,3,0,,0,14,48,68,14.6
Player_1523,23,GK,8,3036,Serie A,2,1,0,0,40,0,0,0,14.8
Player_1524,29,MID,31,1231,Premier League,19,2,14,13,0,0,,16,23
Player_1525,32,DEF,31,2082,La Liga,7,1,4,5,0,30,63,37,25.2
Player_1526,21,DEF,17,2928,Bundesliga,2,3,0,0,0,9,64,15,15.5
Player_1527,21,DEF,19,2784,Ligue 1,13,3,4,5,0,0,61,70,15
Player_1528,19,FWD,3,298,Serie A,4,2,11,3,0,0,2,6,20.2
Player_1529,29,MID,30,3288,Premier League,16,1,14,1,0,0,59,,18.8
Player_1530,24,DEF,10,1406,La Liga,10,5,0,0,0,5,40,70,12.7
Player_1531,26,MID,29,608,La Liga,17,3,14,0,0,0,21,35,18.2
Player_1532,26,MID,,3383,Ligue 1,14,1,5,1,0,0,24,22,13.8
Player_1533,25,DEF,12,2214,Serie A,12,1,3,2,0,1,51,54,13.7
Player_1534,31,DEF,23,427,Premier League,13,5,0,1,0,19,47,21,16.7
Player_1535,18,DEF,11,3000,Premier League,20,2,0,0,0,1,104,44,9.5
Player_1536,29,DEF,9,1903,Premier League,8,2,2,2,0,3,66,71,14.5
Player_1537,19,MID,24,1959,Ligue 1,17,1,1,4,0,0,48,46,12
Player_1538,30,DEF,25,1002,Ligue 1,18,4,1,0,0,22,118,,16.8
Player_1539,21,MID,25,896,Serie A,10,,10,2,0,0,22,55,18
Player_1540,35,MID,9,3278,Premier League,13,0,0,12,0,0,28,,15.4
Player_1541,33,GK,12,1405,Premier League,2,0,0,,60,9,0,0,18.5
Player_1542,31,MID,11,1384,Serie A,17,0,13,5,0,0,66,61,19.6
Player_1543,25,DEF,28,3318,Serie A,6,2,4,4,0,23,113,75,22.9
Player_1544,29,FWD,8,661,Serie A,12,1,10,11,0,0,28,23,21.2
Player_1545,26,MID,10,3345,La Liga,13,5,8,13,0,0,69,42,20.6
Player_1546,23,FWD,25,2561,Serie A,4,5,13,4,0,0,3,0,21.8
Player_1547,35,MID,36,1769,Bundesliga,15,3,1,3,0,0,65,50,12
Player_1548,19,GK,9,2810,Ligue 1,16,1,0,0,36,8,0,0,14.2
Player_1549,25,MID,8,1129,Serie A,19,1,1,1,0,0,34,18,10.4
Player_1550,31,FWD,3,1015,La Liga,15,0,22,14,0,0,22,23,29
Player_1551,23,MID,18,1874,Bundesliga,6,1,3,12,0,0,13,24,18.6
Player_1552,27,FWD,35,187,La Liga,20,5,31,1,0,0,1,15,28.2
Player_1553,25,FWD,17,1729,La Liga,6,0,34,9,0,0,7,7,36
Player_1554,34,DEF,36,2437,La Liga,5,1,2,2,0,31,,84,23.5
Player_1555,29,DEF,28,836,La Liga,2,3,1,5,0,18,36,77,20.8
Player_1556,34,MID,15,1535,Premier League,20,4,9,6,0,0,,14,17
Player_1557,30,DEF,19,1420,Ligue 1,2,4,2,4,0,13,48,74,19.5
Player_1558,29,FWD,22,2411,Premier League,5,2,12,14,0,0,1,11,25
Player_1559,33,FWD,6,350,Bundesliga,3,3,25,10,0,0,3,23,31.6
Player_1560,22,DEF,7,1352,Premier League,6,5,5,0,0,4,,,16.2
Player_1561,33,DEF,9,1025,Bundesliga,11,1,,2,0,0,21,75,13
Player_1562,23,FWD,20,1887,Serie A,5,3,22,7,0,0,1,5,28.2
Player_1563,28,DEF,37,421,Bundesliga,18,1,4,1,0,13,52,50,16.3
Player_1564,34,FWD,11,204,Premier League,14,3,17,0,0,0,29,9,20.6
Player_1565,31,DEF,2,357,Premier League,10,3,5,5,0,0,82,36,16.2
Player_1566,23,MID,22,2149,Bundesliga,3,4,9,11,0,0,16,62,22.4
Player_1567,28,GK,36,162,Premier League,16,3,,0,144,8,0,,19.6
Player_1568,29,MID,5,1105,Bundesliga,16,2,2,10,0,0,,38,15.2
Player_1569,30,MID,7,3011,La Liga,11,1,13,5,0,0,79,62,20.8
Player_1570,21,MID,6,2543,Ligue 1,4,0,,7,0,0,54,16,23
Player_1571,24,DEF,22,267,Bundesliga,11,,3,3,0,15,87,,18.5
Player_1572,19,MID,10,2089,La Liga,8,0,6,12,0,0,,40,20
Player_1573,23,FWD,20,861,La Liga,16,4,11,13,0,0,24,13,21.8
Player_1574,23,DEF,28,1035,La Liga,8,0,,0,0,14,58,14,17
Player_1575,35,GK,23,489,La Liga,9,2,0,0,46,4,0,0,14.9
Player_1576,25,GK,,359,Bundesliga,14,2,,0,70,35,0,0,24.4
Player_1577,25,MID,1,1945,Premier League,8,4,6,9,0,0,18,63,18.8
Player_1578,25,MID,29,1745,La Liga,16,5,2,4,0,0,12,43,12.8
Player_1579,25,MID,9,2623,Serie A,2,2,2,2,0,0,72,20,14.8
Player_1580,18,DEF,9,148,La Liga,20,1,4,2,0,6,108,14,14.2
Player_1581,19,DEF,22,2779,Premier League,19,5,0,4,0,11,24,22,14.3
Player_1582,29,MID,,976,Premier League,20,2,8,3,0,0,11,51,15.2
Player_1583,32,MID,16,355,Ligue 1,20,5,6,4,0,0,40,28,14.4
Player_1584,21,FWD,6,2212,Ligue 1,19,3,16,10,0,0,28,4,23
Player_1585,20,DEF,13,2112,La Liga,19,2,1,2,0,0,87,89,10.8
Player_1586,31,MID,33,3251,La Liga,18,5,2,4,0,0,47,14,12.4
Player_1587,25,DEF,19,594,Ligue 1,13,1,4,1,0,2,71,18,14
Player_1588,30,DEF,15,2494,La Liga,17,4,,,0,10,71,57,15.4
Player_1589,22,MID,33,2291,Serie A,1,2,2,5,0,0,16,32,16.2
Player_1590,30,MID,10,2013,Bundesliga,5,1,,8,0,0,19,56,22.6
Player_1591,18,FWD,1,3379,Ligue 1,20,,9,3,0,0,3,3,15.8
Player_1592,33,DEF,12,575,Ligue 1,13,0,4,4,0,4,48,41,15.8
Player_1593,19,GK,29,1653,Premier League,6,0,0,0,58,6,0,0,16.7
Player_1594,24,MID,17,1243,La Liga,10,4,2,3,0,0,68,,13.6
Player_1595,23,MID,4,155,Ligue 1,9,4,8,6,0,0,10,52,18.6
Player_1596,22,DEF,29,3305,Ligue 1,6,0,4,0,0,10,56,45,17.4
Player_1597,21,GK,7,2517,Serie A,1,0,0,0,35,4,0,0,15.95
Player_1598,19,GK,13,1426,La Liga,18,4,0,0,78,12,0,0,17.1
Player_1599,27,FWD,5,496,Bundesliga,7,0,20,5,0,0,20,24,25.8
Player_1600,22,DEF,6,366,Serie A,10,2,0,5,0,4,27,24,14.4
Player_1601,35,DEF,34,2752,Bundesliga,12,5,1,4,0,26,39,18,20.8
Player_1602,27,DEF,7,2451,Premier League,15,1,5,5,0,6,,25,17
Player_1603,32,DEF,28,2686,Ligue 1,17,5,1,5,0,19,89,15,18.1
Player_1604,26,GK,10,1362,Serie A,3,4,0,0,40,4,0,0,15.8
Player_1605,28,MID,4,2058,Bundesliga,15,1,13,6,0,0,46,,20.4
Player_1606,34,GK,3,550,La Liga,1,3,0,0,12,3,0,0,14.5
Player_1607,26,FWD,25,2536,Premier League,11,3,12,7,0,0,8,22,21
Player_1608,33,DEF,23,2588,Premier League,6,2,3,4,0,23,55,81,22.3
Player_1609,23,MID,27,2608,Ligue 1,16,3,7,14,0,0,34,26,19.8
Player_1610,28,FWD,14,1757,Ligue 1,12,4,34,3,0,0,1,13,32.4
Player_1611,34,MID,32,1672,Bundesliga,15,,12,5,0,0,75,64,19.4
Player_1612,21,MID,,1045,Bundesliga,18,5,6,0,0,0,14,40,13.2
Player_1613,32,DEF,37,796,Premier League,10,2,5,4,0,15,51,42,20.3
Player_1614,18,DEF,3,192,Bundesliga,12,4,5,3,0,2,24,51,15.6
Player_1615,18,MID,35,2465,Ligue 1,20,0,,8,0,0,65,68,16.6
Player_1616,26,FWD,13,2738,Premier League,19,1,30,1,0,0,19,16,27.8
Player_1617,29,MID,34,2383,Premier League,5,4,0,5,0,0,51,39,14.2
Player_1618,21,MID,24,3219,La Liga,18,0,8,2,0,0,73,11,15.2
Player_1619,30,MID,1,2242,La Liga,19,0,4,10,0,0,58,33,15.8
Player_1620,24,MID,12,2829,Bundesliga,12,3,12,1,0,0,55,19,18.4
Player_1621,25,GK,8,1061,Bundesliga,1,5,0,0,48,2,0,,16
Player_1622,30,MID,19,3230,Ligue 1,2,2,4,13,0,0,11,37,20.4
Player_1623,28,FWD,,3130,Ligue 1,3,2,31,3,0,0,21,0,32.4
Player_1624,26,DEF,28,1415,La Liga,12,3,1,5,0,7,39,68,15.5
Player_1625,33,MID,14,242,Premier League,14,3,4,11,0,0,76,52,17.2
Player_1626,27,DEF,27,3196,Serie A,7,,0,0,0,15,87,45,16.3
Player_1627,28,MID,18,1046,Serie A,4,4,8,11,0,0,13,41,21.6
Player_1628,29,GK,6,3176,Bundesliga,12,,,0,12,5,0,0,12.9
Player_1629,31,MID,33,1219,Serie A,8,4,4,,0,0,71,42,14.8
Player_1630,29,MID,37,819,Serie A,1,4,1,10,0,0,36,27,17.6
Player_1631,35,DEF,25,163,La Liga,5,3,3,3,0,15,41,43,19.7
Player_1632,34,MID,13,945,Premier League,1,1,5,0,0,0,76,33,16
Player_1633,20,FWD,23,2422,Ligue 1,15,1,26,0,0,0,16,16,25.8
Player_1634,18,FWD,36,1663,La Liga,13,2,11,7,0,0,0,19,20
Player_1635,21,DEF,33,3358,Ligue 1,13,,0,5,0,21,116,11,18.9
Player_1636,33,DEF,21,369,La Liga,4,4,0,2,0,3,50,22,14.1
Player_1637,29,DEF,34,876,La Liga,15,3,,0,0,31,60,52,22.5
Player_1638,30,FWD,36,775,Serie A,12,4,31,8,0,0,22,8,32.6
Player_1639,34,FWD,17,1669,Ligue 1,8,0,32,2,0,0,5,15,31.6
Player_1640,25,MID,10,1058,La Liga,16,3,6,2,0,0,26,46,14.4
Player_1641,30,FWD,23,3314,Serie A,12,0,5,,0,0,28,2,19
Player_1642,22,MID,2,2428,Bundesliga,6,0,10,14,0,0,61,39,23.6
Player_1643,35,MID,35,2123,Ligue 1,15,2,14,4,0,0,66,14,20.2
Player_1644,32,GK,14,3069,La Liga,7,0,0,0,56,7,0,0,16.7
Player_1645,29,MID,,1255,Bundesliga,5,1,6,3,0,0,,68,17
Player_1646,34,DEF,19,857,Serie A,15,1,4,0,0,14,112,83,16.8
Player_1647,32,FWD,16,2449,La Liga,12,0,6,7,0,0,15,9,17.2
Player_1648,19,FWD,25,735,Serie A,11,2,13,8,0,0,3,16,22
Player_1649,23,MID,1,3193,Serie A,4,0,6,9,0,0,74,32,19.6
Player_1650,34,GK,2,115,Serie A,13,3,0,0,10,2,0,0,11.7
Player_1651,33,DEF,27,2024,Ligue 1,18,,4,5,0,18,24,66,19.4
Player_1652,34,DEF,2,2392,Bundesliga,8,3,4,2,0,1,29,16,15.1
Player_1653,26,DEF,30,1848,Bundesliga,7,3,5,2,0,14,94,68,19.8
Player_1654,22,GK,10,1169,Premier League,16,0,0,0,60,10,0,0,16
Player_1655,18,FWD,19,2430,La Liga,3,4,19,11,0,0,4,15,28.4
Player_1656,23,MID,16,726,Serie A,16,4,,0,0,0,25,39,16
Player_1657,31,DEF,,319,La Liga,16,5,,4,0,12,56,68,16.4
Player_1658,34,DEF,8,2190,Bundesliga,7,3,0,5,0,1,75,60,14.1
Player_1659,18,DEF,31,3091,Bundesliga,13,5,1,5,0,5,105,12,14.7
Player_1660,18,MID,25,190,Serie A,13,5,13,4,0,0,36,13,20
Player_1661,30,MID,21,1580,Ligue 1,19,2,1,2,0,0,56,50,10.8
Player_1662,31,FWD,29,893,Serie A,18,2,11,12,0,0,4,0,21
Player_1663,23,MID,,958,Serie A,7,0,5,9,0,0,23,60,18.4
Player_1664,23,FWD,18,2404,Premier League,20,4,11,7,0,0,8,18,18.6
Player_1665,18,FWD,35,1908,Ligue 1,18,0,24,13,0,0,4,14,29.2
Player_1666,31,DEF,27,91,La Liga,18,1,3,0,0,16,43,36,16.2
Player_1667,20,FWD,5,111,Ligue 1,4,3,17,1,0,0,1,6,23
Player_1668,27,GK,7,2715,Serie A,9,1,0,0,35,5,0,0,14.65
Player_1669,21,FWD,10,2349,Serie A,16,1,33,1,0,0,6,7,30.2
Player_1670,27,DEF,10,3397,Serie A,4,,2,1,0,9,104,87,16.7
Player_1671,19,FWD,28,1993,Serie A,8,2,8,9,0,0,14,3,20
Player_1672,21,FWD,36,2666,Serie A,3,4,23,12,0,0,25,11,31.2
Player_1673,23,FWD,10,2525,Ligue 1,9,5,14,3,0,0,24,1,21
Player_1674,24,FWD,35,103,Serie A,8,5,8,0,0,0,22,6,16.4
Player_1675,33,DEF,35,608,Bundesliga,12,3,4,5,0,7,119,63,17.3
Player_1676,24,GK,37,3383,Bundesliga,14,0,0,0,74,28,0,0,22.5
Player_1677,35,DEF,20,2025,Premier League,10,3,5,4,0,15,35,73,20.3
Player_1678,26,DEF,13,705,La Liga,17,0,2,0,0,12,21,43,14.6
Player_1679,27,MID,11,1051,Bundesliga,11,0,8,10,0,0,11,33,19.8
Player_1680,30,DEF,19,2540,Premier League,10,4,5,2,0,12,34,32,18.6
Player_1681,35,FWD,28,376,Ligue 1,13,,16,11,0,0,7,24,24.6
Player_1682,33,MID,4,2521,La Liga,2,0,0,13,0,0,,12,18
Player_1683,34,FWD,37,2013,Serie A,1,4,30,2,0,0,28,5,31.8
Player_1684,30,DEF,,1204,Serie A,1,1,2,2,0,11,60,57,18.3
Player_1685,29,FWD,37,915,Ligue 1,16,5,26,3,0,0,25,1,26.8
Player_1686,27,FWD,14,2449,La Liga,10,5,,11,0,0,2,24,34.2
Player_1687,18,MID,31,2863,Bundesliga,10,1,2,12,0,0,,24,17.2
Player_1688,25,MID,28,2180,La Liga,7,,11,13,0,0,35,65,23.6
Player_1689,35,MID,36,1187,Premier League,7,3,5,6,0,0,53,55,17.2
Player_1690,19,DEF,19,2891,Ligue 1,1,3,0,1,0,15,82,64,17.9
Player_1691,33,MID,1,1082,Bundesliga,13,2,6,13,0,0,78,10,19.4
Player_1692,29,DEF,23,1674,La Liga,5,1,0,0,0,6,68,26,14
Player_1693,26,DEF,28,1993,La Liga,3,2,5,3,0,26,45,88,24.6
Player_1694,20,DEF,4,965,Bundesliga,13,3,1,,0,1,113,71,13.1
Player_1695,21,GK,18,823,Premier League,12,4,0,0,72,8,0,0,16.8
Player_1696,19,GK,25,1975,Premier League,18,3,0,0,125,21,0,0,22.15
Player_1697,25,DEF,18,233,La Liga,5,0,3,0,0,5,85,70,15.5
Player_1698,27,FWD,6,2346,Serie A,5,4,7,1,0,0,10,6,16.8
Player_1699,33,MID,19,1212,Bundesliga,2,4,1,9,0,0,47,19,17
Player_1700,28,FWD,12,789,Premier League,6,1,30,11,0,0,28,24,34.4
Player_1701,35,DEF,25,203,Premier League,7,2,3,3,0,4,48,70,16
Player_1702,31,DEF,35,2312,Premier League,1,,4,2,0,17,89,53,21.3
Player_1703,25,MID,1,360,Ligue 1,3,4,9,13,0,0,21,54,23.2
Player_1704,32,DEF,5,152,Serie A,20,2,1,2,0,2,79,80,11.2
Player_1705,34,GK,1,1097,Premier League,2,2,0,0,6,1,0,0,13.4
Player_1706,35,MID,8,2933,Serie A,10,,7,,0,0,26,35,19.4
Player_1707,23,DEF,18,1517,La Liga,11,0,3,3,0,2,84,12,14.6
Player_1708,31,MID,9,2362,La Liga,13,3,10,12,0,0,34,64,21.4
Player_1709,20,MID,5,2072,Ligue 1,16,3,14,7,0,0,73,21,21.2
Player_1710,24,DEF,4,2298,Serie A,20,4,2,3,0,4,59,82,12.8
Player_1711,32,GK,29,3197,Bundesliga,11,4,0,0,58,17,0,0,19
Player_1712,33,FWD,1,2518,Ligue 1,18,4,12,6,0,0,24,1,19.2
Player_1713,33,MID,30,407,Premier League,11,3,12,4,0,0,20,10,19.8
Player_1714,25,GK,1,2845,La Liga,1,4,0,,4,0,0,0,13.2
Player_1715,24,FWD,3,2593,La Liga,18,4,21,12,0,0,22,3,27
Player_1716,23,GK,22,1382,Bundesliga,20,3,0,0,88,18,0,0,19
Player_1717,19,MID,,2481,Ligue 1,5,3,5,9,0,0,27,11,18.8
Player_1718,30,FWD,18,1153,Serie A,2,4,10,9,0,0,9,15,22.4
Player_1719,29,DEF,25,503,La Liga,18,4,2,1,0,1,30,76,11.5
Player_1720,32,DEF,20,1335,Premier League,7,2,3,0,0,0,71,17,13.6
Player_1721,26,DEF,31,1394,Bundesliga,11,1,2,,0,3,106,35,13.9
Player_1722,19,DEF,30,314,Bundesliga,11,3,5,,0,9,109,24,18.3
Player_1723,34,GK,16,1570,Bundesliga,13,1,0,0,32,6,0,,14
Player_1724,22,MID,2,1267,Premier League,4,3,11,7,0,0,45,68,21.8
Player_1725,28,GK,17,2417,Bundesliga,1,5,0,0,34,9,0,0,17.4
Player_1726,24,MID,10,1466,Serie A,18,2,8,5,0,0,12,20,16.4
Player_1727,19,FWD,7,3200,Serie A,12,1,17,2,0,0,3,5,21.8
Player_1728,33,FWD,9,2866,Ligue 1,10,2,22,6,0,0,11,9,26.8
Player_1729,29,MID,17,710,Ligue 1,8,0,8,5,0,0,79,21,18.4
Player_1730,32,DEF,9,3112,Serie A,3,1,2,2,0,2,,14,15.2
Player_1731,18,MID,9,2710,Premier League,7,1,8,4,0,0,18,37,18.2
Player_1732,30,MID,37,2626,Ligue 1,20,5,8,10,0,0,75,42,18
Player_1733,23,DEF,24,1097,Bundesliga,11,1,5,,0,10,98,22,17
Player_1734,30,DEF,11,2058,Serie A,7,0,4,3,0,2,92,88,16
Player_1735,35,FWD,8,3074,La Liga,7,0,20,6,0,0,25,22,26.2
Player_1736,20,DEF,25,1311,Premier League,9,2,2,1,0,9,83,21,15.7
Player_1737,18,DEF,2,1389,Premier League,3,0,5,2,0,2,117,72,17
Player_1738,32,DEF,,1285,Serie A,11,3,3,1,0,5,100,17,14.7
Player_1739,30,DEF,24,2921,La Liga,17,4,0,,0,8,118,83,13.4
Player_1740,22,FWD,16,597,Premier League,8,1,15,12,0,0,12,13,25.4
Player_1741,30,MID,19,494,Ligue 1,20,2,1,9,0,0,56,51,13.4
Player_1742,22,MID,31,1384,La Liga,2,2,9,5,0,0,59,12,20.2
Player_1743,35,GK,11,2048,Bundesliga,20,2,0,0,22,4,0,0,11.5
Player_1744,27,DEF,6,2909,Ligue 1,1,2,2,5,0,1,119,43,16.5
Player_1745,25,MID,6,753,La Liga,16,1,12,13,0,0,73,50,22.4
Player_1746,32,GK,32,2268,Serie A,4,2,0,0,160,22,,0,27
Player_1747,21,DEF,,1739,Premier League,9,1,3,0,0,12,22,81,16.8
Player_1748,19,MID,3,1498,Ligue 1,8,2,9,0,0,0,56,58,17
Player_1749,23,DEF,35,1847,Serie A,1,2,2,2,0,9,30,31,17.7
Player_1750,20,MID,17,1963,La Liga,8,,12,7,0,0,76,28,21.6
Player_1751,24,DEF,3,1409,Bundesliga,5,3,1,0,0,2,47,59,13.4
Player_1752,27,GK,34,1496,Premier League,1,0,0,0,102,5,0,0,19.6
Player_1753,23,DEF,12,1508,Premier League,7,0,,4,0,12,81,21,20
Player_1754,33,FWD,24,1667,Ligue 1,15,0,18,12,0,0,,2,25.8
Player_1755,19,FWD,6,1373,Serie A,7,3,5,10,0,0,18,13,18.8
Player_1756,34,FWD,11,370,La Liga,1,1,16,8,0,0,26,,25.8
Player_1757,30,MID,,2557,La Liga,9,0,6,4,0,0,51,27,16.6
Player_1758,18,GK,24,1305,Serie A,1,0,0,0,96,17,0,0,22.9
Player_1759,23,MID,18,726,Premier League,12,0,4,7,0,0,58,46,16
Player_1760,22,MID,,1541,Serie A,7,1,14,2,0,0,39,37,21
Player_1761,30,FWD,21,897,La Liga,9,3,24,3,0,0,15,10,27
Player_1762,35,GK,34,2485,Serie A,5,3,0,0,170,20,0,0,26.7
Player_1763,29,MID,33,518,Premier League,12,5,8,9,0,0,17,40,19.2
Player_1764,24,DEF,18,1505,Ligue 1,2,5,4,0,0,17,67,31,20.3
Player_1765,32,DEF,3,2684,Premier League,18,1,0,5,0,0,47,67,11.6
Player_1766,20,MID,24,3077,Bundesliga,9,,0,5,0,0,46,16,13.4
Player_1767,33,MID,1,2539,Bundesliga,1,2,9,0,0,0,17,56,18.4
Player_1768,18,DEF,6,3208,Serie A,10,1,5,3,0,1,65,28,15.7
Player_1769,33,DEF,19,754,Premier League,14,2,2,3,0,16,83,,17.6
Player_1770,29,MID,22,839,Premier League,14,3,6,0,0,0,72,47,14
Player_1771,25,FWD,8,3097,La Liga,7,2,32,3,0,0,9,20,32.2
Player_1772,29,FWD,5,726,Ligue 1,12,5,33,0,0,0,29,10,30.6
Player_1773,32,FWD,9,3016,Premier League,6,0,10,14,0,0,6,3,23.6
